number,A1,A2,A3,A4,A5,A6,A7
4951,trip_1,trip_2,Buy,ok,trip_1,trip_other,End
4952,trip_1,trip_2,Buy,ok,trip_2,Buy,End
4953,trip_1,trip_2,Buy,ok,trip_2,trip_1,End
4954,trip_1,trip_2,Buy,ok,trip_2,trip_2,End
4955,trip_1,trip_2,Buy,ok,trip_2,trip_other,End
4956,trip_1,trip_2,Buy,ok,trip_other,Buy,End
4957,trip_1,trip_2,Buy,ok,trip_other,trip_1,End
4958,trip_1,trip_2,Buy,ok,trip_other,trip_2,End
4959,trip_1,trip_2,Buy,ok,trip_other,trip_other,End
4960,trip_1,trip_2,trip_1,Buy,ok,Buy,End
4961,trip_1,trip_2,trip_1,Buy,ok,trip_1,End
4962,trip_1,trip_2,trip_1,Buy,ok,trip_2,End
4963,trip_1,trip_2,trip_1,Buy,ok,trip_other,End
4964,trip_1,trip_2,trip_1,trip_1,Buy,ok,End
4965,trip_1,trip_2,trip_1,trip_1,trip_1,Buy,End
4966,trip_1,trip_2,trip_1,trip_1,trip_1,trip_1,End
4967,trip_1,trip_2,trip_1,trip_1,trip_1,trip_2,End
4968,trip_1,trip_2,trip_1,trip_1,trip_1,trip_other,End
4969,trip_1,trip_2,trip_1,trip_1,trip_2,Buy,End
4970,trip_1,trip_2,trip_1,trip_1,trip_2,trip_1,End
4971,trip_1,trip_2,trip_1,trip_1,trip_2,trip_2,End
4972,trip_1,trip_2,trip_1,trip_1,trip_2,trip_other,End
4973,trip_1,trip_2,trip_1,trip_1,trip_other,Buy,End
4974,trip_1,trip_2,trip_1,trip_1,trip_other,trip_1,End
4975,trip_1,trip_2,trip_1,trip_1,trip_other,trip_2,End
4976,trip_1,trip_2,trip_1,trip_1,trip_other,trip_other,End
4977,trip_1,trip_2,trip_1,trip_2,Buy,ok,End
4978,trip_1,trip_2,trip_1,trip_2,trip_1,Buy,End
4979,trip_1,trip_2,trip_1,trip_2,trip_1,trip_1,End
4980,trip_1,trip_2,trip_1,trip_2,trip_1,trip_2,End
4981,trip_1,trip_2,trip_1,trip_2,trip_1,trip_other,End
4982,trip_1,trip_2,trip_1,trip_2,trip_2,Buy,End
4983,trip_1,trip_2,trip_1,trip_2,trip_2,trip_1,End
4984,trip_1,trip_2,trip_1,trip_2,trip_2,trip_2,End
4985,trip_1,trip_2,trip_1,trip_2,trip_2,trip_other,End
4986,trip_1,trip_2,trip_1,trip_2,trip_other,Buy,End
4987,trip_1,trip_2,trip_1,trip_2,trip_other,trip_1,End
4988,trip_1,trip_2,trip_1,trip_2,trip_other,trip_2,End
4989,trip_1,trip_2,trip_1,trip_2,trip_other,trip_other,End
4990,trip_1,trip_2,trip_1,trip_other,Buy,ok,End
4991,trip_1,trip_2,trip_1,trip_other,trip_1,Buy,End
4992,trip_1,trip_2,trip_1,trip_other,trip_1,trip_1,End
4993,trip_1,trip_2,trip_1,trip_other,trip_1,trip_2,End
4994,trip_1,trip_2,trip_1,trip_other,trip_1,trip_other,End
4995,trip_1,trip_2,trip_1,trip_other,trip_2,Buy,End
4996,trip_1,trip_2,trip_1,trip_other,trip_2,trip_1,End
4997,trip_1,trip_2,trip_1,trip_other,trip_2,trip_2,End
4998,trip_1,trip_2,trip_1,trip_other,trip_2,trip_other,End
4999,trip_1,trip_2,trip_1,trip_other,trip_other,Buy,End
5000,trip_1,trip_2,trip_1,trip_other,trip_other,trip_1,End
5001,trip_1,trip_2,trip_1,trip_other,trip_other,trip_2,End
5002,trip_1,trip_2,trip_1,trip_other,trip_other,trip_other,End
5003,trip_1,trip_2,trip_2,Buy,ok,Buy,End
5004,trip_1,trip_2,trip_2,Buy,ok,trip_1,End
5005,trip_1,trip_2,trip_2,Buy,ok,trip_2,End
5006,trip_1,trip_2,trip_2,Buy,ok,trip_other,End
5007,trip_1,trip_2,trip_2,trip_1,Buy,ok,End
5008,trip_1,trip_2,trip_2,trip_1,trip_1,Buy,End
5009,trip_1,trip_2,trip_2,trip_1,trip_1,trip_1,End
5010,trip_1,trip_2,trip_2,trip_1,trip_1,trip_2,End
5011,trip_1,trip_2,trip_2,trip_1,trip_1,trip_other,End
5012,trip_1,trip_2,trip_2,trip_1,trip_2,Buy,End
5013,trip_1,trip_2,trip_2,trip_1,trip_2,trip_1,End
5014,trip_1,trip_2,trip_2,trip_1,trip_2,trip_2,End
5015,trip_1,trip_2,trip_2,trip_1,trip_2,trip_other,End
5016,trip_1,trip_2,trip_2,trip_1,trip_other,Buy,End
5017,trip_1,trip_2,trip_2,trip_1,trip_other,trip_1,End
5018,trip_1,trip_2,trip_2,trip_1,trip_other,trip_2,End
5019,trip_1,trip_2,trip_2,trip_1,trip_other,trip_other,End
5020,trip_1,trip_2,trip_2,trip_2,Buy,ok,End
5021,trip_1,trip_2,trip_2,trip_2,trip_1,Buy,End
5022,trip_1,trip_2,trip_2,trip_2,trip_1,trip_1,End
5023,trip_1,trip_2,trip_2,trip_2,trip_1,trip_2,End
5024,trip_1,trip_2,trip_2,trip_2,trip_1,trip_other,End
5025,trip_1,trip_2,trip_2,trip_2,trip_2,Buy,End
5026,trip_1,trip_2,trip_2,trip_2,trip_2,trip_1,End
5027,trip_1,trip_2,trip_2,trip_2,trip_2,trip_2,End
5028,trip_1,trip_2,trip_2,trip_2,trip_2,trip_other,End
5029,trip_1,trip_2,trip_2,trip_2,trip_other,Buy,End
5030,trip_1,trip_2,trip_2,trip_2,trip_other,trip_1,End
5031,trip_1,trip_2,trip_2,trip_2,trip_other,trip_2,End
5032,trip_1,trip_2,trip_2,trip_2,trip_other,trip_other,End
5033,trip_1,trip_2,trip_2,trip_other,Buy,ok,End
5034,trip_1,trip_2,trip_2,trip_other,trip_1,Buy,End
5035,trip_1,trip_2,trip_2,trip_other,trip_1,trip_1,End
5036,trip_1,trip_2,trip_2,trip_other,trip_1,trip_2,End
5037,trip_1,trip_2,trip_2,trip_other,trip_1,trip_other,End
5038,trip_1,trip_2,trip_2,trip_other,trip_2,Buy,End
5039,trip_1,trip_2,trip_2,trip_other,trip_2,trip_1,End
5040,trip_1,trip_2,trip_2,trip_other,trip_2,trip_2,End
5041,trip_1,trip_2,trip_2,trip_other,trip_2,trip_other,End
5042,trip_1,trip_2,trip_2,trip_other,trip_other,Buy,End
5043,trip_1,trip_2,trip_2,trip_other,trip_other,trip_1,End
5044,trip_1,trip_2,trip_2,trip_other,trip_other,trip_2,End
5045,trip_1,trip_2,trip_2,trip_other,trip_other,trip_other,End
5046,trip_1,trip_2,trip_other,Buy,ok,Buy,End
5047,trip_1,trip_2,trip_other,Buy,ok,trip_1,End
5048,trip_1,trip_2,trip_other,Buy,ok,trip_2,End
5049,trip_1,trip_2,trip_other,Buy,ok,trip_other,End
5050,trip_1,trip_2,trip_other,trip_1,Buy,ok,End
5051,trip_1,trip_2,trip_other,trip_1,trip_1,Buy,End
5052,trip_1,trip_2,trip_other,trip_1,trip_1,trip_1,End
5053,trip_1,trip_2,trip_other,trip_1,trip_1,trip_2,End
5054,trip_1,trip_2,trip_other,trip_1,trip_1,trip_other,End
5055,trip_1,trip_2,trip_other,trip_1,trip_2,Buy,End
5056,trip_1,trip_2,trip_other,trip_1,trip_2,trip_1,End
5057,trip_1,trip_2,trip_other,trip_1,trip_2,trip_2,End
5058,trip_1,trip_2,trip_other,trip_1,trip_2,trip_other,End
5059,trip_1,trip_2,trip_other,trip_1,trip_other,Buy,End
5060,trip_1,trip_2,trip_other,trip_1,trip_other,trip_1,End
5061,trip_1,trip_2,trip_other,trip_1,trip_other,trip_2,End
5062,trip_1,trip_2,trip_other,trip_1,trip_other,trip_other,End
5063,trip_1,trip_2,trip_other,trip_2,Buy,ok,End
5064,trip_1,trip_2,trip_other,trip_2,trip_1,Buy,End
5065,trip_1,trip_2,trip_other,trip_2,trip_1,trip_1,End
5066,trip_1,trip_2,trip_other,trip_2,trip_1,trip_2,End
5067,trip_1,trip_2,trip_other,trip_2,trip_1,trip_other,End
5068,trip_1,trip_2,trip_other,trip_2,trip_2,Buy,End
5069,trip_1,trip_2,trip_other,trip_2,trip_2,trip_1,End
5070,trip_1,trip_2,trip_other,trip_2,trip_2,trip_2,End
5071,trip_1,trip_2,trip_other,trip_2,trip_2,trip_other,End
5072,trip_1,trip_2,trip_other,trip_2,trip_other,Buy,End
5073,trip_1,trip_2,trip_other,trip_2,trip_other,trip_1,End
5074,trip_1,trip_2,trip_other,trip_2,trip_other,trip_2,End
5075,trip_1,trip_2,trip_other,trip_2,trip_other,trip_other,End
5076,trip_1,trip_2,trip_other,trip_other,Buy,ok,End
5077,trip_1,trip_2,trip_other,trip_other,trip_1,Buy,End
5078,trip_1,trip_2,trip_other,trip_other,trip_1,trip_1,End
5079,trip_1,trip_2,trip_other,trip_other,trip_1,trip_2,End
5080,trip_1,trip_2,trip_other,trip_other,trip_1,trip_other,End
5081,trip_1,trip_2,trip_other,trip_other,trip_2,Buy,End
5082,trip_1,trip_2,trip_other,trip_other,trip_2,trip_1,End
5083,trip_1,trip_2,trip_other,trip_other,trip_2,trip_2,End
5084,trip_1,trip_2,trip_other,trip_other,trip_2,trip_other,End
5085,trip_1,trip_2,trip_other,trip_other,trip_other,Buy,End
5086,trip_1,trip_2,trip_other,trip_other,trip_other,trip_1,End
5087,trip_1,trip_2,trip_other,trip_other,trip_other,trip_2,End
5088,trip_1,trip_2,trip_other,trip_other,trip_other,trip_other,End
5089,trip_1,trip_other,Buy,ok,Buy,ok,End
5090,trip_1,trip_other,Buy,ok,trip_1,Buy,End
5091,trip_1,trip_other,Buy,ok,trip_1,trip_1,End
5092,trip_1,trip_other,Buy,ok,trip_1,trip_2,End
5093,trip_1,trip_other,Buy,ok,trip_1,trip_other,End
5094,trip_1,trip_other,Buy,ok,trip_2,Buy,End
5095,trip_1,trip_other,Buy,ok,trip_2,trip_1,End
5096,trip_1,trip_other,Buy,ok,trip_2,trip_2,End
5097,trip_1,trip_other,Buy,ok,trip_2,trip_other,End
5098,trip_1,trip_other,Buy,ok,trip_other,Buy,End
5099,trip_1,trip_other,Buy,ok,trip_other,trip_1,End
5100,trip_1,trip_other,Buy,ok,trip_other,trip_2,End
5101,trip_1,trip_other,Buy,ok,trip_other,trip_other,End
5102,trip_1,trip_other,trip_1,Buy,ok,Buy,End
5103,trip_1,trip_other,trip_1,Buy,ok,trip_1,End
5104,trip_1,trip_other,trip_1,Buy,ok,trip_2,End
5105,trip_1,trip_other,trip_1,Buy,ok,trip_other,End
5106,trip_1,trip_other,trip_1,trip_1,Buy,ok,End
5107,trip_1,trip_other,trip_1,trip_1,trip_1,Buy,End
5108,trip_1,trip_other,trip_1,trip_1,trip_1,trip_1,End
5109,trip_1,trip_other,trip_1,trip_1,trip_1,trip_2,End
5110,trip_1,trip_other,trip_1,trip_1,trip_1,trip_other,End
5111,trip_1,trip_other,trip_1,trip_1,trip_2,Buy,End
5112,trip_1,trip_other,trip_1,trip_1,trip_2,trip_1,End
5113,trip_1,trip_other,trip_1,trip_1,trip_2,trip_2,End
5114,trip_1,trip_other,trip_1,trip_1,trip_2,trip_other,End
5115,trip_1,trip_other,trip_1,trip_1,trip_other,Buy,End
5116,trip_1,trip_other,trip_1,trip_1,trip_other,trip_1,End
5117,trip_1,trip_other,trip_1,trip_1,trip_other,trip_2,End
5118,trip_1,trip_other,trip_1,trip_1,trip_other,trip_other,End
5119,trip_1,trip_other,trip_1,trip_2,Buy,ok,End
5120,trip_1,trip_other,trip_1,trip_2,trip_1,Buy,End
5121,trip_1,trip_other,trip_1,trip_2,trip_1,trip_1,End
5122,trip_1,trip_other,trip_1,trip_2,trip_1,trip_2,End
5123,trip_1,trip_other,trip_1,trip_2,trip_1,trip_other,End
5124,trip_1,trip_other,trip_1,trip_2,trip_2,Buy,End
5125,trip_1,trip_other,trip_1,trip_2,trip_2,trip_1,End
5126,trip_1,trip_other,trip_1,trip_2,trip_2,trip_2,End
5127,trip_1,trip_other,trip_1,trip_2,trip_2,trip_other,End
5128,trip_1,trip_other,trip_1,trip_2,trip_other,Buy,End
5129,trip_1,trip_other,trip_1,trip_2,trip_other,trip_1,End
5130,trip_1,trip_other,trip_1,trip_2,trip_other,trip_2,End
5131,trip_1,trip_other,trip_1,trip_2,trip_other,trip_other,End
5132,trip_1,trip_other,trip_1,trip_other,Buy,ok,End
5133,trip_1,trip_other,trip_1,trip_other,trip_1,Buy,End
5134,trip_1,trip_other,trip_1,trip_other,trip_1,trip_1,End
5135,trip_1,trip_other,trip_1,trip_other,trip_1,trip_2,End
5136,trip_1,trip_other,trip_1,trip_other,trip_1,trip_other,End
5137,trip_1,trip_other,trip_1,trip_other,trip_2,Buy,End
5138,trip_1,trip_other,trip_1,trip_other,trip_2,trip_1,End
5139,trip_1,trip_other,trip_1,trip_other,trip_2,trip_2,End
5140,trip_1,trip_other,trip_1,trip_other,trip_2,trip_other,End
5141,trip_1,trip_other,trip_1,trip_other,trip_other,Buy,End
5142,trip_1,trip_other,trip_1,trip_other,trip_other,trip_1,End
5143,trip_1,trip_other,trip_1,trip_other,trip_other,trip_2,End
5144,trip_1,trip_other,trip_1,trip_other,trip_other,trip_other,End
5145,trip_1,trip_other,trip_2,Buy,ok,Buy,End
5146,trip_1,trip_other,trip_2,Buy,ok,trip_1,End
5147,trip_1,trip_other,trip_2,Buy,ok,trip_2,End
5148,trip_1,trip_other,trip_2,Buy,ok,trip_other,End
5149,trip_1,trip_other,trip_2,trip_1,Buy,ok,End
5150,trip_1,trip_other,trip_2,trip_1,trip_1,Buy,End
5151,trip_1,trip_other,trip_2,trip_1,trip_1,trip_1,End
5152,trip_1,trip_other,trip_2,trip_1,trip_1,trip_2,End
5153,trip_1,trip_other,trip_2,trip_1,trip_1,trip_other,End
5154,trip_1,trip_other,trip_2,trip_1,trip_2,Buy,End
5155,trip_1,trip_other,trip_2,trip_1,trip_2,trip_1,End
5156,trip_1,trip_other,trip_2,trip_1,trip_2,trip_2,End
5157,trip_1,trip_other,trip_2,trip_1,trip_2,trip_other,End
5158,trip_1,trip_other,trip_2,trip_1,trip_other,Buy,End
5159,trip_1,trip_other,trip_2,trip_1,trip_other,trip_1,End
5160,trip_1,trip_other,trip_2,trip_1,trip_other,trip_2,End
5161,trip_1,trip_other,trip_2,trip_1,trip_other,trip_other,End
5162,trip_1,trip_other,trip_2,trip_2,Buy,ok,End
5163,trip_1,trip_other,trip_2,trip_2,trip_1,Buy,End
5164,trip_1,trip_other,trip_2,trip_2,trip_1,trip_1,End
5165,trip_1,trip_other,trip_2,trip_2,trip_1,trip_2,End
5166,trip_1,trip_other,trip_2,trip_2,trip_1,trip_other,End
5167,trip_1,trip_other,trip_2,trip_2,trip_2,Buy,End
5168,trip_1,trip_other,trip_2,trip_2,trip_2,trip_1,End
5169,trip_1,trip_other,trip_2,trip_2,trip_2,trip_2,End
5170,trip_1,trip_other,trip_2,trip_2,trip_2,trip_other,End
5171,trip_1,trip_other,trip_2,trip_2,trip_other,Buy,End
5172,trip_1,trip_other,trip_2,trip_2,trip_other,trip_1,End
5173,trip_1,trip_other,trip_2,trip_2,trip_other,trip_2,End
5174,trip_1,trip_other,trip_2,trip_2,trip_other,trip_other,End
5175,trip_1,trip_other,trip_2,trip_other,Buy,ok,End
5176,trip_1,trip_other,trip_2,trip_other,trip_1,Buy,End
5177,trip_1,trip_other,trip_2,trip_other,trip_1,trip_1,End
5178,trip_1,trip_other,trip_2,trip_other,trip_1,trip_2,End
5179,trip_1,trip_other,trip_2,trip_other,trip_1,trip_other,End
5180,trip_1,trip_other,trip_2,trip_other,trip_2,Buy,End
5181,trip_1,trip_other,trip_2,trip_other,trip_2,trip_1,End
5182,trip_1,trip_other,trip_2,trip_other,trip_2,trip_2,End
5183,trip_1,trip_other,trip_2,trip_other,trip_2,trip_other,End
5184,trip_1,trip_other,trip_2,trip_other,trip_other,Buy,End
5185,trip_1,trip_other,trip_2,trip_other,trip_other,trip_1,End
5186,trip_1,trip_other,trip_2,trip_other,trip_other,trip_2,End
5187,trip_1,trip_other,trip_2,trip_other,trip_other,trip_other,End
5188,trip_1,trip_other,trip_other,Buy,ok,Buy,End
5189,trip_1,trip_other,trip_other,Buy,ok,trip_1,End
5190,trip_1,trip_other,trip_other,Buy,ok,trip_2,End
5191,trip_1,trip_other,trip_other,Buy,ok,trip_other,End
5192,trip_1,trip_other,trip_other,trip_1,Buy,ok,End
5193,trip_1,trip_other,trip_other,trip_1,trip_1,Buy,End
5194,trip_1,trip_other,trip_other,trip_1,trip_1,trip_1,End
5195,trip_1,trip_other,trip_other,trip_1,trip_1,trip_2,End
5196,trip_1,trip_other,trip_other,trip_1,trip_1,trip_other,End
5197,trip_1,trip_other,trip_other,trip_1,trip_2,Buy,End
5198,trip_1,trip_other,trip_other,trip_1,trip_2,trip_1,End
5199,trip_1,trip_other,trip_other,trip_1,trip_2,trip_2,End
5200,trip_1,trip_other,trip_other,trip_1,trip_2,trip_other,End
5201,trip_1,trip_other,trip_other,trip_1,trip_other,Buy,End
5202,trip_1,trip_other,trip_other,trip_1,trip_other,trip_1,End
5203,trip_1,trip_other,trip_other,trip_1,trip_other,trip_2,End
5204,trip_1,trip_other,trip_other,trip_1,trip_other,trip_other,End
5205,trip_1,trip_other,trip_other,trip_2,Buy,ok,End
5206,trip_1,trip_other,trip_other,trip_2,trip_1,Buy,End
5207,trip_1,trip_other,trip_other,trip_2,trip_1,trip_1,End
5208,trip_1,trip_other,trip_other,trip_2,trip_1,trip_2,End
5209,trip_1,trip_other,trip_other,trip_2,trip_1,trip_other,End
5210,trip_1,trip_other,trip_other,trip_2,trip_2,Buy,End
5211,trip_1,trip_other,trip_other,trip_2,trip_2,trip_1,End
5212,trip_1,trip_other,trip_other,trip_2,trip_2,trip_2,End
5213,trip_1,trip_other,trip_other,trip_2,trip_2,trip_other,End
5214,trip_1,trip_other,trip_other,trip_2,trip_other,Buy,End
5215,trip_1,trip_other,trip_other,trip_2,trip_other,trip_1,End
5216,trip_1,trip_other,trip_other,trip_2,trip_other,trip_2,End
5217,trip_1,trip_other,trip_other,trip_2,trip_other,trip_other,End
5218,trip_1,trip_other,trip_other,trip_other,Buy,ok,End
5219,trip_1,trip_other,trip_other,trip_other,trip_1,Buy,End
5220,trip_1,trip_other,trip_other,trip_other,trip_1,trip_1,End
5221,trip_1,trip_other,trip_other,trip_other,trip_1,trip_2,End
5222,trip_1,trip_other,trip_other,trip_other,trip_1,trip_other,End
5223,trip_1,trip_other,trip_other,trip_other,trip_2,Buy,End
5224,trip_1,trip_other,trip_other,trip_other,trip_2,trip_1,End
5225,trip_1,trip_other,trip_other,trip_other,trip_2,trip_2,End
5226,trip_1,trip_other,trip_other,trip_other,trip_2,trip_other,End
5227,trip_1,trip_other,trip_other,trip_other,trip_other,Buy,End
5228,trip_1,trip_other,trip_other,trip_other,trip_other,trip_1,End
5229,trip_1,trip_other,trip_other,trip_other,trip_other,trip_2,End
5230,trip_1,trip_other,trip_other,trip_other,trip_other,trip_other,End
5231,trip_2,Buy,ok,Buy,ok,Buy,End
5232,trip_2,Buy,ok,Buy,ok,trip_1,End
5233,trip_2,Buy,ok,Buy,ok,trip_2,End
5234,trip_2,Buy,ok,Buy,ok,trip_other,End
5235,trip_2,Buy,ok,trip_1,Buy,ok,End
5236,trip_2,Buy,ok,trip_1,trip_1,Buy,End
5237,trip_2,Buy,ok,trip_1,trip_1,trip_1,End
5238,trip_2,Buy,ok,trip_1,trip_1,trip_2,End
5239,trip_2,Buy,ok,trip_1,trip_1,trip_other,End
5240,trip_2,Buy,ok,trip_1,trip_2,Buy,End
5241,trip_2,Buy,ok,trip_1,trip_2,trip_1,End
5242,trip_2,Buy,ok,trip_1,trip_2,trip_2,End
5243,trip_2,Buy,ok,trip_1,trip_2,trip_other,End
5244,trip_2,Buy,ok,trip_1,trip_other,Buy,End
5245,trip_2,Buy,ok,trip_1,trip_other,trip_1,End
5246,trip_2,Buy,ok,trip_1,trip_other,trip_2,End
5247,trip_2,Buy,ok,trip_1,trip_other,trip_other,End
5248,trip_2,Buy,ok,trip_2,Buy,ok,End
5249,trip_2,Buy,ok,trip_2,trip_1,Buy,End
5250,trip_2,Buy,ok,trip_2,trip_1,trip_1,End
5251,trip_2,Buy,ok,trip_2,trip_1,trip_2,End
5252,trip_2,Buy,ok,trip_2,trip_1,trip_other,End
5253,trip_2,Buy,ok,trip_2,trip_2,Buy,End
5254,trip_2,Buy,ok,trip_2,trip_2,trip_1,End
5255,trip_2,Buy,ok,trip_2,trip_2,trip_2,End
5256,trip_2,Buy,ok,trip_2,trip_2,trip_other,End
5257,trip_2,Buy,ok,trip_2,trip_other,Buy,End
5258,trip_2,Buy,ok,trip_2,trip_other,trip_1,End
5259,trip_2,Buy,ok,trip_2,trip_other,trip_2,End
5260,trip_2,Buy,ok,trip_2,trip_other,trip_other,End
5261,trip_2,Buy,ok,trip_other,Buy,ok,End
5262,trip_2,Buy,ok,trip_other,trip_1,Buy,End
5263,trip_2,Buy,ok,trip_other,trip_1,trip_1,End
5264,trip_2,Buy,ok,trip_other,trip_1,trip_2,End
5265,trip_2,Buy,ok,trip_other,trip_1,trip_other,End
5266,trip_2,Buy,ok,trip_other,trip_2,Buy,End
5267,trip_2,Buy,ok,trip_other,trip_2,trip_1,End
5268,trip_2,Buy,ok,trip_other,trip_2,trip_2,End
5269,trip_2,Buy,ok,trip_other,trip_2,trip_other,End
5270,trip_2,Buy,ok,trip_other,trip_other,Buy,End
5271,trip_2,Buy,ok,trip_other,trip_other,trip_1,End
5272,trip_2,Buy,ok,trip_other,trip_other,trip_2,End
5273,trip_2,Buy,ok,trip_other,trip_other,trip_other,End
5274,trip_2,trip_1,Buy,ok,Buy,ok,End
5275,trip_2,trip_1,Buy,ok,trip_1,Buy,End
5276,trip_2,trip_1,Buy,ok,trip_1,trip_1,End
5277,trip_2,trip_1,Buy,ok,trip_1,trip_2,End
5278,trip_2,trip_1,Buy,ok,trip_1,trip_other,End
5279,trip_2,trip_1,Buy,ok,trip_2,Buy,End
5280,trip_2,trip_1,Buy,ok,trip_2,trip_1,End
5281,trip_2,trip_1,Buy,ok,trip_2,trip_2,End
5282,trip_2,trip_1,Buy,ok,trip_2,trip_other,End
5283,trip_2,trip_1,Buy,ok,trip_other,Buy,End
5284,trip_2,trip_1,Buy,ok,trip_other,trip_1,End
5285,trip_2,trip_1,Buy,ok,trip_other,trip_2,End
5286,trip_2,trip_1,Buy,ok,trip_other,trip_other,End
5287,trip_2,trip_1,trip_1,Buy,ok,Buy,End
5288,trip_2,trip_1,trip_1,Buy,ok,trip_1,End
5289,trip_2,trip_1,trip_1,Buy,ok,trip_2,End
5290,trip_2,trip_1,trip_1,Buy,ok,trip_other,End
5291,trip_2,trip_1,trip_1,trip_1,Buy,ok,End
5292,trip_2,trip_1,trip_1,trip_1,trip_1,Buy,End
5293,trip_2,trip_1,trip_1,trip_1,trip_1,trip_1,End
5294,trip_2,trip_1,trip_1,trip_1,trip_1,trip_2,End
5295,trip_2,trip_1,trip_1,trip_1,trip_1,trip_other,End
5296,trip_2,trip_1,trip_1,trip_1,trip_2,Buy,End
5297,trip_2,trip_1,trip_1,trip_1,trip_2,trip_1,End
5298,trip_2,trip_1,trip_1,trip_1,trip_2,trip_2,End
5299,trip_2,trip_1,trip_1,trip_1,trip_2,trip_other,End
5300,trip_2,trip_1,trip_1,trip_1,trip_other,Buy,End
5301,trip_2,trip_1,trip_1,trip_1,trip_other,trip_1,End
5302,trip_2,trip_1,trip_1,trip_1,trip_other,trip_2,End
5303,trip_2,trip_1,trip_1,trip_1,trip_other,trip_other,End
5304,trip_2,trip_1,trip_1,trip_2,Buy,ok,End
5305,trip_2,trip_1,trip_1,trip_2,trip_1,Buy,End
5306,trip_2,trip_1,trip_1,trip_2,trip_1,trip_1,End
5307,trip_2,trip_1,trip_1,trip_2,trip_1,trip_2,End
5308,trip_2,trip_1,trip_1,trip_2,trip_1,trip_other,End
5309,trip_2,trip_1,trip_1,trip_2,trip_2,Buy,End
5310,trip_2,trip_1,trip_1,trip_2,trip_2,trip_1,End
5311,trip_2,trip_1,trip_1,trip_2,trip_2,trip_2,End
5312,trip_2,trip_1,trip_1,trip_2,trip_2,trip_other,End
5313,trip_2,trip_1,trip_1,trip_2,trip_other,Buy,End
5314,trip_2,trip_1,trip_1,trip_2,trip_other,trip_1,End
5315,trip_2,trip_1,trip_1,trip_2,trip_other,trip_2,End
5316,trip_2,trip_1,trip_1,trip_2,trip_other,trip_other,End
5317,trip_2,trip_1,trip_1,trip_other,Buy,ok,End
5318,trip_2,trip_1,trip_1,trip_other,trip_1,Buy,End
5319,trip_2,trip_1,trip_1,trip_other,trip_1,trip_1,End
5320,trip_2,trip_1,trip_1,trip_other,trip_1,trip_2,End
5321,trip_2,trip_1,trip_1,trip_other,trip_1,trip_other,End
5322,trip_2,trip_1,trip_1,trip_other,trip_2,Buy,End
5323,trip_2,trip_1,trip_1,trip_other,trip_2,trip_1,End
5324,trip_2,trip_1,trip_1,trip_other,trip_2,trip_2,End
5325,trip_2,trip_1,trip_1,trip_other,trip_2,trip_other,End
5326,trip_2,trip_1,trip_1,trip_other,trip_other,Buy,End
5327,trip_2,trip_1,trip_1,trip_other,trip_other,trip_1,End
5328,trip_2,trip_1,trip_1,trip_other,trip_other,trip_2,End
5329,trip_2,trip_1,trip_1,trip_other,trip_other,trip_other,End
5330,trip_2,trip_1,trip_2,Buy,ok,Buy,End
5331,trip_2,trip_1,trip_2,Buy,ok,trip_1,End
5332,trip_2,trip_1,trip_2,Buy,ok,trip_2,End
5333,trip_2,trip_1,trip_2,Buy,ok,trip_other,End
5334,trip_2,trip_1,trip_2,trip_1,Buy,ok,End
5335,trip_2,trip_1,trip_2,trip_1,trip_1,Buy,End
5336,trip_2,trip_1,trip_2,trip_1,trip_1,trip_1,End
5337,trip_2,trip_1,trip_2,trip_1,trip_1,trip_2,End
5338,trip_2,trip_1,trip_2,trip_1,trip_1,trip_other,End
5339,trip_2,trip_1,trip_2,trip_1,trip_2,Buy,End
5340,trip_2,trip_1,trip_2,trip_1,trip_2,trip_1,End
5341,trip_2,trip_1,trip_2,trip_1,trip_2,trip_2,End
5342,trip_2,trip_1,trip_2,trip_1,trip_2,trip_other,End
5343,trip_2,trip_1,trip_2,trip_1,trip_other,Buy,End
5344,trip_2,trip_1,trip_2,trip_1,trip_other,trip_1,End
5345,trip_2,trip_1,trip_2,trip_1,trip_other,trip_2,End
5346,trip_2,trip_1,trip_2,trip_1,trip_other,trip_other,End
5347,trip_2,trip_1,trip_2,trip_2,Buy,ok,End
5348,trip_2,trip_1,trip_2,trip_2,trip_1,Buy,End
5349,trip_2,trip_1,trip_2,trip_2,trip_1,trip_1,End
5350,trip_2,trip_1,trip_2,trip_2,trip_1,trip_2,End
5351,trip_2,trip_1,trip_2,trip_2,trip_1,trip_other,End
5352,trip_2,trip_1,trip_2,trip_2,trip_2,Buy,End
5353,trip_2,trip_1,trip_2,trip_2,trip_2,trip_1,End
5354,trip_2,trip_1,trip_2,trip_2,trip_2,trip_2,End
5355,trip_2,trip_1,trip_2,trip_2,trip_2,trip_other,End
5356,trip_2,trip_1,trip_2,trip_2,trip_other,Buy,End
5357,trip_2,trip_1,trip_2,trip_2,trip_other,trip_1,End
5358,trip_2,trip_1,trip_2,trip_2,trip_other,trip_2,End
5359,trip_2,trip_1,trip_2,trip_2,trip_other,trip_other,End
5360,trip_2,trip_1,trip_2,trip_other,Buy,ok,End
5361,trip_2,trip_1,trip_2,trip_other,trip_1,Buy,End
5362,trip_2,trip_1,trip_2,trip_other,trip_1,trip_1,End
5363,trip_2,trip_1,trip_2,trip_other,trip_1,trip_2,End
5364,trip_2,trip_1,trip_2,trip_other,trip_1,trip_other,End
