number,A1,A2,A3,A4,A5,A6,A7
422,country_trains,concession,individual,trip_2,trip_other,Buy,Cancel
423,country_trains,concession,individual,trip_2,trip_other,trip_1,Cancel
424,country_trains,concession,individual,trip_2,trip_other,trip_2,Cancel
425,country_trains,concession,individual,trip_2,trip_other,trip_other,Cancel
426,country_trains,concession,individual,trip_other,Buy,ok,Cancel
427,country_trains,concession,individual,trip_other,trip_1,Buy,Cancel
428,country_trains,concession,individual,trip_other,trip_1,trip_1,Cancel
429,country_trains,concession,individual,trip_other,trip_1,trip_2,Cancel
430,country_trains,concession,individual,trip_other,trip_1,trip_other,Cancel
431,country_trains,concession,individual,trip_other,trip_2,Buy,Cancel
432,country_trains,concession,individual,trip_other,trip_2,trip_1,Cancel
433,country_trains,concession,individual,trip_other,trip_2,trip_2,Cancel
434,country_trains,concession,individual,trip_other,trip_2,trip_other,Cancel
435,country_trains,concession,individual,trip_other,trip_other,Buy,Cancel
436,country_trains,concession,individual,trip_other,trip_other,trip_1,Cancel
437,country_trains,concession,individual,trip_other,trip_other,trip_2,Cancel
438,country_trains,concession,individual,trip_other,trip_other,trip_other,Cancel
439,country_trains,full_fare,daily,Buy,ok,Buy,Cancel
440,country_trains,full_fare,daily,Buy,ok,trip_1,Cancel
441,country_trains,full_fare,daily,Buy,ok,trip_2,Cancel
442,country_trains,full_fare,daily,Buy,ok,trip_other,Cancel
443,country_trains,full_fare,individual,Buy,ok,Buy,Cancel
444,country_trains,full_fare,individual,Buy,ok,trip_1,Cancel
445,country_trains,full_fare,individual,Buy,ok,trip_2,Cancel
446,country_trains,full_fare,individual,Buy,ok,trip_other,Cancel
447,country_trains,full_fare,individual,trip_1,Buy,ok,Cancel
448,country_trains,full_fare,individual,trip_1,trip_1,Buy,Cancel
449,country_trains,full_fare,individual,trip_1,trip_1,trip_1,Cancel
450,country_trains,full_fare,individual,trip_1,trip_1,trip_2,Cancel
451,country_trains,full_fare,individual,trip_1,trip_1,trip_other,Cancel
452,country_trains,full_fare,individual,trip_1,trip_2,Buy,Cancel
453,country_trains,full_fare,individual,trip_1,trip_2,trip_1,Cancel
454,country_trains,full_fare,individual,trip_1,trip_2,trip_2,Cancel
455,country_trains,full_fare,individual,trip_1,trip_2,trip_other,Cancel
456,country_trains,full_fare,individual,trip_1,trip_other,Buy,Cancel
457,country_trains,full_fare,individual,trip_1,trip_other,trip_1,Cancel
458,country_trains,full_fare,individual,trip_1,trip_other,trip_2,Cancel
459,country_trains,full_fare,individual,trip_1,trip_other,trip_other,Cancel
460,country_trains,full_fare,individual,trip_2,Buy,ok,Cancel
461,country_trains,full_fare,individual,trip_2,trip_1,Buy,Cancel
462,country_trains,full_fare,individual,trip_2,trip_1,trip_1,Cancel
463,country_trains,full_fare,individual,trip_2,trip_1,trip_2,Cancel
464,country_trains,full_fare,individual,trip_2,trip_1,trip_other,Cancel
465,country_trains,full_fare,individual,trip_2,trip_2,Buy,Cancel
466,country_trains,full_fare,individual,trip_2,trip_2,trip_1,Cancel
467,country_trains,full_fare,individual,trip_2,trip_2,trip_2,Cancel
468,country_trains,full_fare,individual,trip_2,trip_2,trip_other,Cancel
469,country_trains,full_fare,individual,trip_2,trip_other,Buy,Cancel
470,country_trains,full_fare,individual,trip_2,trip_other,trip_1,Cancel
471,country_trains,full_fare,individual,trip_2,trip_other,trip_2,Cancel
472,country_trains,full_fare,individual,trip_2,trip_other,trip_other,Cancel
473,country_trains,full_fare,individual,trip_other,Buy,ok,Cancel
474,country_trains,full_fare,individual,trip_other,trip_1,Buy,Cancel
475,country_trains,full_fare,individual,trip_other,trip_1,trip_1,Cancel
476,country_trains,full_fare,individual,trip_other,trip_1,trip_2,Cancel
477,country_trains,full_fare,individual,trip_other,trip_1,trip_other,Cancel
478,country_trains,full_fare,individual,trip_other,trip_2,Buy,Cancel
479,country_trains,full_fare,individual,trip_other,trip_2,trip_1,Cancel
480,country_trains,full_fare,individual,trip_other,trip_2,trip_2,Cancel
481,country_trains,full_fare,individual,trip_other,trip_2,trip_other,Cancel
482,country_trains,full_fare,individual,trip_other,trip_other,Buy,Cancel
483,country_trains,full_fare,individual,trip_other,trip_other,trip_1,Cancel
484,country_trains,full_fare,individual,trip_other,trip_other,trip_2,Cancel
485,country_trains,full_fare,individual,trip_other,trip_other,trip_other,Cancel
486,daily,Buy,ok,Buy,ok,Buy,Cancel
487,daily,Buy,ok,Buy,ok,trip_1,Cancel
488,daily,Buy,ok,Buy,ok,trip_2,Cancel
489,daily,Buy,ok,Buy,ok,trip_other,Cancel
490,daily,Buy,ok,trip_1,Buy,ok,Cancel
491,daily,Buy,ok,trip_1,trip_1,Buy,Cancel
492,daily,Buy,ok,trip_1,trip_1,trip_1,Cancel
493,daily,Buy,ok,trip_1,trip_1,trip_2,Cancel
494,daily,Buy,ok,trip_1,trip_1,trip_other,Cancel
495,daily,Buy,ok,trip_1,trip_2,Buy,Cancel
496,daily,Buy,ok,trip_1,trip_2,trip_1,Cancel
497,daily,Buy,ok,trip_1,trip_2,trip_2,Cancel
498,daily,Buy,ok,trip_1,trip_2,trip_other,Cancel
499,daily,Buy,ok,trip_1,trip_other,Buy,Cancel
500,daily,Buy,ok,trip_1,trip_other,trip_1,Cancel
501,daily,Buy,ok,trip_1,trip_other,trip_2,Cancel
502,daily,Buy,ok,trip_1,trip_other,trip_other,Cancel
503,daily,Buy,ok,trip_2,Buy,ok,Cancel
504,daily,Buy,ok,trip_2,trip_1,Buy,Cancel
505,daily,Buy,ok,trip_2,trip_1,trip_1,Cancel
506,daily,Buy,ok,trip_2,trip_1,trip_2,Cancel
507,daily,Buy,ok,trip_2,trip_1,trip_other,Cancel
508,daily,Buy,ok,trip_2,trip_2,Buy,Cancel
509,daily,Buy,ok,trip_2,trip_2,trip_1,Cancel
510,daily,Buy,ok,trip_2,trip_2,trip_2,Cancel
511,daily,Buy,ok,trip_2,trip_2,trip_other,Cancel
512,daily,Buy,ok,trip_2,trip_other,Buy,Cancel
513,daily,Buy,ok,trip_2,trip_other,trip_1,Cancel
514,daily,Buy,ok,trip_2,trip_other,trip_2,Cancel
515,daily,Buy,ok,trip_2,trip_other,trip_other,Cancel
516,daily,Buy,ok,trip_other,Buy,ok,Cancel
517,daily,Buy,ok,trip_other,trip_1,Buy,Cancel
518,daily,Buy,ok,trip_other,trip_1,trip_1,Cancel
519,daily,Buy,ok,trip_other,trip_1,trip_2,Cancel
520,daily,Buy,ok,trip_other,trip_1,trip_other,Cancel
521,daily,Buy,ok,trip_other,trip_2,Buy,Cancel
522,daily,Buy,ok,trip_other,trip_2,trip_1,Cancel
523,daily,Buy,ok,trip_other,trip_2,trip_2,Cancel
524,daily,Buy,ok,trip_other,trip_2,trip_other,Cancel
525,daily,Buy,ok,trip_other,trip_other,Buy,Cancel
526,daily,Buy,ok,trip_other,trip_other,trip_1,Cancel
527,daily,Buy,ok,trip_other,trip_other,trip_2,Cancel
528,daily,Buy,ok,trip_other,trip_other,trip_other,Cancel
529,full_fare,daily,Buy,ok,Buy,ok,Cancel
530,full_fare,daily,Buy,ok,trip_1,Buy,Cancel
531,full_fare,daily,Buy,ok,trip_1,trip_1,Cancel
532,full_fare,daily,Buy,ok,trip_1,trip_2,Cancel
533,full_fare,daily,Buy,ok,trip_1,trip_other,Cancel
534,full_fare,daily,Buy,ok,trip_2,Buy,Cancel
535,full_fare,daily,Buy,ok,trip_2,trip_1,Cancel
536,full_fare,daily,Buy,ok,trip_2,trip_2,Cancel
537,full_fare,daily,Buy,ok,trip_2,trip_other,Cancel
538,full_fare,daily,Buy,ok,trip_other,Buy,Cancel
539,full_fare,daily,Buy,ok,trip_other,trip_1,Cancel
540,full_fare,daily,Buy,ok,trip_other,trip_2,Cancel
541,full_fare,daily,Buy,ok,trip_other,trip_other,Cancel
542,full_fare,individual,Buy,ok,Buy,ok,Cancel
543,full_fare,individual,Buy,ok,trip_1,Buy,Cancel
544,full_fare,individual,Buy,ok,trip_1,trip_1,Cancel
545,full_fare,individual,Buy,ok,trip_1,trip_2,Cancel
546,full_fare,individual,Buy,ok,trip_1,trip_other,Cancel
547,full_fare,individual,Buy,ok,trip_2,Buy,Cancel
548,full_fare,individual,Buy,ok,trip_2,trip_1,Cancel
549,full_fare,individual,Buy,ok,trip_2,trip_2,Cancel
550,full_fare,individual,Buy,ok,trip_2,trip_other,Cancel
551,full_fare,individual,Buy,ok,trip_other,Buy,Cancel
552,full_fare,individual,Buy,ok,trip_other,trip_1,Cancel
553,full_fare,individual,Buy,ok,trip_other,trip_2,Cancel
554,full_fare,individual,Buy,ok,trip_other,trip_other,Cancel
555,full_fare,individual,trip_1,Buy,ok,Buy,Cancel
556,full_fare,individual,trip_1,Buy,ok,trip_1,Cancel
557,full_fare,individual,trip_1,Buy,ok,trip_2,Cancel
558,full_fare,individual,trip_1,Buy,ok,trip_other,Cancel
559,full_fare,individual,trip_1,trip_1,Buy,ok,Cancel
560,full_fare,individual,trip_1,trip_1,trip_1,Buy,Cancel
561,full_fare,individual,trip_1,trip_1,trip_1,trip_1,Cancel
562,full_fare,individual,trip_1,trip_1,trip_1,trip_2,Cancel
563,full_fare,individual,trip_1,trip_1,trip_1,trip_other,Cancel
564,full_fare,individual,trip_1,trip_1,trip_2,Buy,Cancel
565,full_fare,individual,trip_1,trip_1,trip_2,trip_1,Cancel
566,full_fare,individual,trip_1,trip_1,trip_2,trip_2,Cancel
567,full_fare,individual,trip_1,trip_1,trip_2,trip_other,Cancel
568,full_fare,individual,trip_1,trip_1,trip_other,Buy,Cancel
569,full_fare,individual,trip_1,trip_1,trip_other,trip_1,Cancel
570,full_fare,individual,trip_1,trip_1,trip_other,trip_2,Cancel
571,full_fare,individual,trip_1,trip_1,trip_other,trip_other,Cancel
572,full_fare,individual,trip_1,trip_2,Buy,ok,Cancel
573,full_fare,individual,trip_1,trip_2,trip_1,Buy,Cancel
574,full_fare,individual,trip_1,trip_2,trip_1,trip_1,Cancel
575,full_fare,individual,trip_1,trip_2,trip_1,trip_2,Cancel
576,full_fare,individual,trip_1,trip_2,trip_1,trip_other,Cancel
577,full_fare,individual,trip_1,trip_2,trip_2,Buy,Cancel
578,full_fare,individual,trip_1,trip_2,trip_2,trip_1,Cancel
579,full_fare,individual,trip_1,trip_2,trip_2,trip_2,Cancel
580,full_fare,individual,trip_1,trip_2,trip_2,trip_other,Cancel
581,full_fare,individual,trip_1,trip_2,trip_other,Buy,Cancel
582,full_fare,individual,trip_1,trip_2,trip_other,trip_1,Cancel
583,full_fare,individual,trip_1,trip_2,trip_other,trip_2,Cancel
584,full_fare,individual,trip_1,trip_2,trip_other,trip_other,Cancel
585,full_fare,individual,trip_1,trip_other,Buy,ok,Cancel
586,full_fare,individual,trip_1,trip_other,trip_1,Buy,Cancel
587,full_fare,individual,trip_1,trip_other,trip_1,trip_1,Cancel
588,full_fare,individual,trip_1,trip_other,trip_1,trip_2,Cancel
589,full_fare,individual,trip_1,trip_other,trip_1,trip_other,Cancel
590,full_fare,individual,trip_1,trip_other,trip_2,Buy,Cancel
591,full_fare,individual,trip_1,trip_other,trip_2,trip_1,Cancel
592,full_fare,individual,trip_1,trip_other,trip_2,trip_2,Cancel
593,full_fare,individual,trip_1,trip_other,trip_2,trip_other,Cancel
594,full_fare,individual,trip_1,trip_other,trip_other,Buy,Cancel
595,full_fare,individual,trip_1,trip_other,trip_other,trip_1,Cancel
596,full_fare,individual,trip_1,trip_other,trip_other,trip_2,Cancel
597,full_fare,individual,trip_1,trip_other,trip_other,trip_other,Cancel
598,full_fare,individual,trip_2,Buy,ok,Buy,Cancel
599,full_fare,individual,trip_2,Buy,ok,trip_1,Cancel
600,full_fare,individual,trip_2,Buy,ok,trip_2,Cancel
601,full_fare,individual,trip_2,Buy,ok,trip_other,Cancel
602,full_fare,individual,trip_2,trip_1,Buy,ok,Cancel
603,full_fare,individual,trip_2,trip_1,trip_1,Buy,Cancel
604,full_fare,individual,trip_2,trip_1,trip_1,trip_1,Cancel
605,full_fare,individual,trip_2,trip_1,trip_1,trip_2,Cancel
606,full_fare,individual,trip_2,trip_1,trip_1,trip_other,Cancel
607,full_fare,individual,trip_2,trip_1,trip_2,Buy,Cancel
608,full_fare,individual,trip_2,trip_1,trip_2,trip_1,Cancel
609,full_fare,individual,trip_2,trip_1,trip_2,trip_2,Cancel
610,full_fare,individual,trip_2,trip_1,trip_2,trip_other,Cancel
611,full_fare,individual,trip_2,trip_1,trip_other,Buy,Cancel
612,full_fare,individual,trip_2,trip_1,trip_other,trip_1,Cancel
613,full_fare,individual,trip_2,trip_1,trip_other,trip_2,Cancel
614,full_fare,individual,trip_2,trip_1,trip_other,trip_other,Cancel
615,full_fare,individual,trip_2,trip_2,Buy,ok,Cancel
616,full_fare,individual,trip_2,trip_2,trip_1,Buy,Cancel
617,full_fare,individual,trip_2,trip_2,trip_1,trip_1,Cancel
618,full_fare,individual,trip_2,trip_2,trip_1,trip_2,Cancel
619,full_fare,individual,trip_2,trip_2,trip_1,trip_other,Cancel
620,full_fare,individual,trip_2,trip_2,trip_2,Buy,Cancel
621,full_fare,individual,trip_2,trip_2,trip_2,trip_1,Cancel
622,full_fare,individual,trip_2,trip_2,trip_2,trip_2,Cancel
623,full_fare,individual,trip_2,trip_2,trip_2,trip_other,Cancel
624,full_fare,individual,trip_2,trip_2,trip_other,Buy,Cancel
625,full_fare,individual,trip_2,trip_2,trip_other,trip_1,Cancel
626,full_fare,individual,trip_2,trip_2,trip_other,trip_2,Cancel
627,full_fare,individual,trip_2,trip_2,trip_other,trip_other,Cancel
628,full_fare,individual,trip_2,trip_other,Buy,ok,Cancel
629,full_fare,individual,trip_2,trip_other,trip_1,Buy,Cancel
630,full_fare,individual,trip_2,trip_other,trip_1,trip_1,Cancel
631,full_fare,individual,trip_2,trip_other,trip_1,trip_2,Cancel
632,full_fare,individual,trip_2,trip_other,trip_1,trip_other,Cancel
633,full_fare,individual,trip_2,trip_other,trip_2,Buy,Cancel
634,full_fare,individual,trip_2,trip_other,trip_2,trip_1,Cancel
635,full_fare,individual,trip_2,trip_other,trip_2,trip_2,Cancel
636,full_fare,individual,trip_2,trip_other,trip_2,trip_other,Cancel
637,full_fare,individual,trip_2,trip_other,trip_other,Buy,Cancel
638,full_fare,individual,trip_2,trip_other,trip_other,trip_1,Cancel
639,full_fare,individual,trip_2,trip_other,trip_other,trip_2,Cancel
640,full_fare,individual,trip_2,trip_other,trip_other,trip_other,Cancel
641,full_fare,individual,trip_other,Buy,ok,Buy,Cancel
642,full_fare,individual,trip_other,Buy,ok,trip_1,Cancel
643,full_fare,individual,trip_other,Buy,ok,trip_2,Cancel
644,full_fare,individual,trip_other,Buy,ok,trip_other,Cancel
645,full_fare,individual,trip_other,trip_1,Buy,ok,Cancel
646,full_fare,individual,trip_other,trip_1,trip_1,Buy,Cancel
647,full_fare,individual,trip_other,trip_1,trip_1,trip_1,Cancel
648,full_fare,individual,trip_other,trip_1,trip_1,trip_2,Cancel
649,full_fare,individual,trip_other,trip_1,trip_1,trip_other,Cancel
650,full_fare,individual,trip_other,trip_1,trip_2,Buy,Cancel
651,full_fare,individual,trip_other,trip_1,trip_2,trip_1,Cancel
652,full_fare,individual,trip_other,trip_1,trip_2,trip_2,Cancel
653,full_fare,individual,trip_other,trip_1,trip_2,trip_other,Cancel
654,full_fare,individual,trip_other,trip_1,trip_other,Buy,Cancel
655,full_fare,individual,trip_other,trip_1,trip_other,trip_1,Cancel
656,full_fare,individual,trip_other,trip_1,trip_other,trip_2,Cancel
657,full_fare,individual,trip_other,trip_1,trip_other,trip_other,Cancel
658,full_fare,individual,trip_other,trip_2,Buy,ok,Cancel
659,full_fare,individual,trip_other,trip_2,trip_1,Buy,Cancel
660,full_fare,individual,trip_other,trip_2,trip_1,trip_1,Cancel
661,full_fare,individual,trip_other,trip_2,trip_1,trip_2,Cancel
662,full_fare,individual,trip_other,trip_2,trip_1,trip_other,Cancel
663,full_fare,individual,trip_other,trip_2,trip_2,Buy,Cancel
664,full_fare,individual,trip_other,trip_2,trip_2,trip_1,Cancel
665,full_fare,individual,trip_other,trip_2,trip_2,trip_2,Cancel
666,full_fare,individual,trip_other,trip_2,trip_2,trip_other,Cancel
667,full_fare,individual,trip_other,trip_2,trip_other,Buy,Cancel
668,full_fare,individual,trip_other,trip_2,trip_other,trip_1,Cancel
669,full_fare,individual,trip_other,trip_2,trip_other,trip_2,Cancel
670,full_fare,individual,trip_other,trip_2,trip_other,trip_other,Cancel
671,full_fare,individual,trip_other,trip_other,Buy,ok,Cancel
672,full_fare,individual,trip_other,trip_other,trip_1,Buy,Cancel
673,full_fare,individual,trip_other,trip_other,trip_1,trip_1,Cancel
674,full_fare,individual,trip_other,trip_other,trip_1,trip_2,Cancel
675,full_fare,individual,trip_other,trip_other,trip_1,trip_other,Cancel
676,full_fare,individual,trip_other,trip_other,trip_2,Buy,Cancel
677,full_fare,individual,trip_other,trip_other,trip_2,trip_1,Cancel
678,full_fare,individual,trip_other,trip_other,trip_2,trip_2,Cancel
679,full_fare,individual,trip_other,trip_other,trip_2,trip_other,Cancel
680,full_fare,individual,trip_other,trip_other,trip_other,Buy,Cancel
681,full_fare,individual,trip_other,trip_other,trip_other,trip_1,Cancel
682,full_fare,individual,trip_other,trip_other,trip_other,trip_2,Cancel
683,full_fare,individual,trip_other,trip_other,trip_other,trip_other,Cancel
684,individual,Buy,ok,Buy,ok,Buy,Cancel
685,individual,Buy,ok,Buy,ok,trip_1,Cancel
686,individual,Buy,ok,Buy,ok,trip_2,Cancel
687,individual,Buy,ok,Buy,ok,trip_other,Cancel
688,individual,Buy,ok,trip_1,Buy,ok,Cancel
689,individual,Buy,ok,trip_1,trip_1,Buy,Cancel
690,individual,Buy,ok,trip_1,trip_1,trip_1,Cancel
691,individual,Buy,ok,trip_1,trip_1,trip_2,Cancel
692,individual,Buy,ok,trip_1,trip_1,trip_other,Cancel
693,individual,Buy,ok,trip_1,trip_2,Buy,Cancel
694,individual,Buy,ok,trip_1,trip_2,trip_1,Cancel
695,individual,Buy,ok,trip_1,trip_2,trip_2,Cancel
696,individual,Buy,ok,trip_1,trip_2,trip_other,Cancel
697,individual,Buy,ok,trip_1,trip_other,Buy,Cancel
698,individual,Buy,ok,trip_1,trip_other,trip_1,Cancel
699,individual,Buy,ok,trip_1,trip_other,trip_2,Cancel
700,individual,Buy,ok,trip_1,trip_other,trip_other,Cancel
701,individual,Buy,ok,trip_2,Buy,ok,Cancel
702,individual,Buy,ok,trip_2,trip_1,Buy,Cancel
703,individual,Buy,ok,trip_2,trip_1,trip_1,Cancel
704,individual,Buy,ok,trip_2,trip_1,trip_2,Cancel
705,individual,Buy,ok,trip_2,trip_1,trip_other,Cancel
706,individual,Buy,ok,trip_2,trip_2,Buy,Cancel
707,individual,Buy,ok,trip_2,trip_2,trip_1,Cancel
708,individual,Buy,ok,trip_2,trip_2,trip_2,Cancel
709,individual,Buy,ok,trip_2,trip_2,trip_other,Cancel
710,individual,Buy,ok,trip_2,trip_other,Buy,Cancel
711,individual,Buy,ok,trip_2,trip_other,trip_1,Cancel
712,individual,Buy,ok,trip_2,trip_other,trip_2,Cancel
713,individual,Buy,ok,trip_2,trip_other,trip_other,Cancel
714,individual,Buy,ok,trip_other,Buy,ok,Cancel
715,individual,Buy,ok,trip_other,trip_1,Buy,Cancel
716,individual,Buy,ok,trip_other,trip_1,trip_1,Cancel
717,individual,Buy,ok,trip_other,trip_1,trip_2,Cancel
718,individual,Buy,ok,trip_other,trip_1,trip_other,Cancel
719,individual,Buy,ok,trip_other,trip_2,Buy,Cancel
720,individual,Buy,ok,trip_other,trip_2,trip_1,Cancel
721,individual,Buy,ok,trip_other,trip_2,trip_2,Cancel
722,individual,Buy,ok,trip_other,trip_2,trip_other,Cancel
723,individual,Buy,ok,trip_other,trip_other,Buy,Cancel
724,individual,Buy,ok,trip_other,trip_other,trip_1,Cancel
725,individual,Buy,ok,trip_other,trip_other,trip_2,Cancel
726,individual,Buy,ok,trip_other,trip_other,trip_other,Cancel
727,individual,trip_1,Buy,ok,Buy,ok,Cancel
728,individual,trip_1,Buy,ok,trip_1,Buy,Cancel
729,individual,trip_1,Buy,ok,trip_1,trip_1,Cancel
730,individual,trip_1,Buy,ok,trip_1,trip_2,Cancel
731,individual,trip_1,Buy,ok,trip_1,trip_other,Cancel
732,individual,trip_1,Buy,ok,trip_2,Buy,Cancel
733,individual,trip_1,Buy,ok,trip_2,trip_1,Cancel
734,individual,trip_1,Buy,ok,trip_2,trip_2,Cancel
735,individual,trip_1,Buy,ok,trip_2,trip_other,Cancel
736,individual,trip_1,Buy,ok,trip_other,Buy,Cancel
737,individual,trip_1,Buy,ok,trip_other,trip_1,Cancel
738,individual,trip_1,Buy,ok,trip_other,trip_2,Cancel
739,individual,trip_1,Buy,ok,trip_other,trip_other,Cancel
740,individual,trip_1,trip_1,Buy,ok,Buy,Cancel
741,individual,trip_1,trip_1,Buy,ok,trip_1,Cancel
742,individual,trip_1,trip_1,Buy,ok,trip_2,Cancel
743,individual,trip_1,trip_1,Buy,ok,trip_other,Cancel
744,individual,trip_1,trip_1,trip_1,Buy,ok,Cancel
745,individual,trip_1,trip_1,trip_1,trip_1,Buy,Cancel
746,individual,trip_1,trip_1,trip_1,trip_1,trip_1,Cancel
747,individual,trip_1,trip_1,trip_1,trip_1,trip_2,Cancel
748,individual,trip_1,trip_1,trip_1,trip_1,trip_other,Cancel
749,individual,trip_1,trip_1,trip_1,trip_2,Buy,Cancel
750,individual,trip_1,trip_1,trip_1,trip_2,trip_1,Cancel
751,individual,trip_1,trip_1,trip_1,trip_2,trip_2,Cancel
752,individual,trip_1,trip_1,trip_1,trip_2,trip_other,Cancel
753,individual,trip_1,trip_1,trip_1,trip_other,Buy,Cancel
754,individual,trip_1,trip_1,trip_1,trip_other,trip_1,Cancel
755,individual,trip_1,trip_1,trip_1,trip_other,trip_2,Cancel
756,individual,trip_1,trip_1,trip_1,trip_other,trip_other,Cancel
757,individual,trip_1,trip_1,trip_2,Buy,ok,Cancel
